rank,Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier,score_size,score_industry,score_tier,score_data,lead_score,category,web_verdict,web_notes,us_contactability,hr_contacts
1066,Mclean High School,72,mcleanhs.fcps.edu,,Virginia,McLean,,,Primary and Secondary Education,33307943.0,https://www.linkedin.com/company/mclean-high-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1067,Campus Federal,157,campusfederal.org,,Louisiana,Baton Rouge,1501 Kings Hwy,71103,Banking,1803143.0,https://www.linkedin.com/company/campus-federal-credit-union,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1068,Newark Charter School,158,ncsfund.org,,Delaware,Newark,,,Higher Education,15653773.0,https://www.linkedin.com/company/newark-charter-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1069,Village Baptist Church,159,thevillagebc.church,,North Carolina,Fayetteville,906 South McPherson Church Road,28303,Religious Institutions,78246.0,https://www.linkedin.com/company/village-baptist-church,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1070,Immaculate Heart of Mary Parish,162,ihmparish.com,,Michigan,,,,Religious Institutions,1939930.0,https://www.linkedin.com/company/immaculate-heart-of-mary-parish,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1071,Dauphin County Tech School,130,dcts.org,,Pennsylvania,Harrisburg,,,Primary and Secondary Education,775464.0,https://www.linkedin.com/company/dauphin-county-tech-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1072,North Country Community College,166,nccc.edu,,New York,Saranac Lake,23 Santanoni Avenue,12983,Higher Education,836192.0,https://www.linkedin.com/company/north-country-community-college,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1073,Homeplus Mortgage Nmls 78669 Ca Dre Broker 01426454,52,homeplusmortgage.com,,Texas,San Antonio,2878 Camino del Rio South,92108,Banking,4457650.0,https://www.linkedin.com/company/homeplusmortgage,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1074,Fidelity Funding Mortgage Group Branch Nmls 2464767,52,fidelityfundingmortgage.com,,Florida,Maitland,,,Banking,304076.0,https://www.linkedin.com/company/fidelity-funding-mortgage-group,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1075,Rippowam Cisqua School,136,rcsny.org,,New York,Bedford,439 Cantitoe Street,10506,Primary and Secondary Education,6129520.0,https://www.linkedin.com/company/rippowam-cisqua-school,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1076,Help For Children,54,hfc.org,,New York,New York,330 7th Avenue,10001,Philanthropic Fundraising Services,250021.0,https://www.linkedin.com/company/hedge-funds-care,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1077,Mercy Academy,132,mercyacademy.com,,Kentucky,Louisville,5801 Fegenbush Ln,40228,Higher Education,929144.0,https://www.linkedin.com/company/our-lady-of-mercy-academy,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1078,Maine Community College System,135,me.edu,,Maine,Augusta,,,Higher Education,1284816.0,https://www.linkedin.com/company/maine-community-college-system,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1079,Shaker Heights Public Library,66,shakerlibrary.org,,Ohio,Cleveland,,44120,Libraries,1888302.0,https://www.linkedin.com/company/shaker-heights-public-library,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1080,North Reading Public Schools,143,north-reading.k12.ma.us,,Massachusetts,North Reading,,1864,Higher Education,6791713.0,https://www.linkedin.com/company/north-reading-public-schools,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1081,Empire Group Of Reading Pa,34,esreading.com,,Pennsylvania,Reading,,19601-1399,Specialty Trade Contractors,,https://www.linkedin.com/company/empireservices,Tier 3,32,18,7.0,8,65.0,C - Moderate / nurture,,,,
1082,Mcminn County Schools,150,mcminnschools.com,,Tennessee,Athens,,37303,Primary and Secondary Education,70775402.0,https://www.linkedin.com/company/mcminn-county-schools,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1083,Amboy Bank,239,amboybank.com,,New Jersey,Old Bridge,3590 US Highway 9,8857,Banking,360839.0,https://www.linkedin.com/company/amboybank,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1084,Uga Miracle,139,ugamiracle.org,,Georgia,Athens,,,Philanthropic Fundraising Services,2922086.0,https://www.linkedin.com/company/uga-miracle,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1085,Suny Sullivan,141,sunysullivan.edu,,New York,Loch Sheldrake,,,Higher Education,10887294.0,https://www.linkedin.com/company/suny-sullivan,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1086,Fic America,29,futabasangyo.com,,Illinois,Carol Stream,,60188-9422,Metalworking Machinery Manufacturing,,https://www.linkedin.com/company/futabanorthamerica,Tier 3,32,18,7.0,8,65.0,C - Moderate / nurture,,,,
1087,Unity World Headquarters At Unity Village,145,unity.org,,Missouri,Lees Summit,3597 Pkwy. Ln,30092,Religious Institutions,261964.0,https://www.linkedin.com/company/unity-world-headquarters-at-unity-village,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1088,Greenbrier Christian Academy,90,gcagators.org,,Virginia,Chesapeake,,,Primary and Secondary Education,8468815.0,https://www.linkedin.com/company/greenbrier-christian-academy,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1089,Great Oaks Career Campuses,211,greatoaks.com,,Ohio,Cincinnati,3254 East Kemper Road,45241,Higher Education,15132424.0,https://www.linkedin.com/company/greatoaks,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1090,University United Methodist Church,207,uchurch.tv,,Texas,San Antonio,2409 Guadalupe St,78205,Religious Institutions,617594.0,https://www.linkedin.com/company/university-united-methodist-church,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1091,CAFCU,91,cafcu.org,,Illinois,Elgin,2075 Big Timber Road,60123,Banking,54617.0,https://www.linkedin.com/company/cafcu,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1092,Waunakee High School,98,waunakee.k12.wi.us,,Wisconsin,Waunakee,,,Higher Education,34211842.0,https://www.linkedin.com/company/waunakee-high-school-88,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1093,Charter School Specialists,84,charterschoolspec.com,,District of Columbia,-,,,Education Administration Programs,1555040.0,https://www.linkedin.com/company/charter-school-specialists,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1094,BankORION,96,bankorion.com,,Illinois,Orion,1114 4th Street,61273,Banking,9937798.0,https://www.linkedin.com/company/bankorion,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1095,Sons of The American Revolution,84,sar.org,,Kentucky,Louisville,,,Civic and Social Organizations,35689023.0,https://www.linkedin.com/company/nssar,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1096,Tindley Accelerated Schools,96,tindley.org,,Indiana,Indianapolis,3960 Meadows Dr,46205,Primary and Secondary Education,3692829.0,https://www.linkedin.com/company/tindleyschools,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1097,Southern Scholarship Foundation,100,southernscholarship.org,,Florida,Tallahassee,322 Stadium Dr,32304,Philanthropic Fundraising Services,3485239.0,https://www.linkedin.com/company/southern-scholarship-foundation,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1098,Yellowstone Schools,90,yellowstoneschools.org,,Texas,Houston,3000 Trulley St Ste 200,77004,Primary and Secondary Education,35558778.0,https://www.linkedin.com/company/yellowstone-schools,Tier 3,40,8,7.0,10,65.0,C - Moderate / nurture,,,,
1099,Hand To Hold,30,handtohold.org,,Texas,Austin,"13740 Research Blvd, Austin, Texas, United States, 78750",78750,Non-profit Organizations,925730.0,https://www.linkedin.com/company/hand-to-hold,Tier 2,32,8,14.0,10,64.0,C - Moderate / nurture,,,,
1100,PeerForward,43,peerforward.org/,,District of Columbia,Washington,,,Civic and Social Organizations,10130830.0,https://www.linkedin.com/company/peerforward,Tier 2,32,8,14.0,10,64.0,C - Moderate / nurture,,,,
1101,State Cartographer's Office,94,sco.wisc.edu,,Wisconsin,,,,Education Administration Programs,,https://www.linkedin.com/company/state-cartographer%27s-office,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1102,Pineapple Cove Classical Academy,93,pineapplecoveclassicalacademy.com,,Florida,Palm Bay,,,Education,,https://www.linkedin.com/company/pineapple-cove-classical-academy-inc,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1103,Perry Central Community School District,150,pccs.k12.in.us,,Indiana,Leopold,18677 Old State Road 37,,Education,,https://www.linkedin.com/company/perry-central-jr-sr-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1104,School Of The Osage District,220,osageschools.org,,Missouri,Osage Beach,636 Highway 42,,Education Administration Programs,,https://www.linkedin.com/company/school-of-the-osage,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1105,Columbia Chamber of Commerce,89,comochamber.com,,Missouri,,,,Non-profit Organizations,,https://www.linkedin.com/company/columbia-chamber-of-commerce,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1106,Blue Mountain College,95,bmc.edu,,Mississippi,Blue Mountain,,38610,Higher Education,,https://www.linkedin.com/company/blue-mountain-college,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1107,North Star Academy Charter School of Newark,250,northstar.uncommonschools.org,,New Jersey,,,,Education Administration Programs,,https://www.linkedin.com/company/north-star-academy-college-preparatory-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1108,Healthcare Access Maryland,148,hcamaryland.org,,Maryland,Baltimore,201 East Baltimore Street,21202,Non-profit Organizations,,https://www.linkedin.com/company/healthcare-access-maryland,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1109,EAST MARSHALL COMMUNITY SCHOOL DISTRICT,150,emmustangs.org,,Iowa,Gilman,204 W Center St,,Primary and Secondary Education,,https://www.linkedin.com/company/east-marshall-senior-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1110,Versailles Exempted Village School,149,versailles.k12.oh.us,,Ohio,Versailles,459 S Center St,,Education,,https://www.linkedin.com/company/versailles-high-school-28,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1111,State Bank of Lizton,115,statebank1910.bank,,Indiana,Avon,8598 E Us Hwy 36,46123,Banking,,https://www.linkedin.com/company/statebank1910,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1112,PRHS,62,pemibaker.org,,New Hampshire,,,,Education,,https://www.linkedin.com/company/prhs,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1113,CARD,86,card.miami.edu,,Florida,,,,Non-profit Organizations,,https://www.linkedin.com/company/um-nsu-card,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1114,St Teresa High School,87,stteresa.org,,Illinois,Decatur,,,Education Administration Programs,,https://www.linkedin.com/company/st-teresa-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1115,Highlander Charter School,88,highlandercharter.org,,Rhode Island,Providence,42 Lexington Avenue,2907,Education Administration Programs,,https://www.linkedin.com/company/highlander-charter-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1116,Notre Dame High School,83,notredamehs.com,,Connecticut,West Haven,,,Education Administration Programs,,https://www.linkedin.com/school/notre-dame-high-school-west-haven-ct,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1117,Otto Eldred School District,100,ottoeldred.org,,Pennsylvania,Duke Center,143 Sweitzer Dr,,Education,,https://www.linkedin.com/company/otto-eldred-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1118,Challenge Charter Schools,106,challengecharterschools.org,,New York,New York,,,Education Administration Programs,,https://www.linkedin.com/company/challenge-preparatory,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1119,School For Amazing Kids,75,amazingkids.us,,Alabama,Pelham,901 Dow Street,35124,Education Administration Programs,,https://www.linkedin.com/company/school-for-amazing-kids,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1120,Henrietta Independent School District,175,henrietta-isd.net,,Texas,Henrietta,1801 E Crafton St,,Education,,https://www.linkedin.com/company/henrietta-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1121,Hartford Public School District,190,hpsmi.org,,Michigan,Hartford,115 School St,,Education Administration Programs,,https://www.linkedin.com/company/hartford-high-school-13,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1122,NYC 1294 Third Avenue Bakery LLC,193,avenuechurchnyc.org,,New York,New York,1294 3Rd Ave,,Education,,https://www.linkedin.com/company/jan-hus-presbyterian-church,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1123,Sublette Usd 374,61,usd374.org,,Kansas,Sublette,,,Education Administration Programs,,https://www.linkedin.com/company/sublette-usd-374/,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1124,Sandy Valley Local School District,165,sandyvalleylocal.org,,Ohio,Magnolia,5362 State Route 183 Ne,,Education,,https://www.linkedin.com/company/sandy-valley-high-school-03,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1125,Adams Central Community School,160,accs.k12.in.us,,Indiana,Monroe,222 W Washington St,,Education,,https://www.linkedin.com/company/adams-central-high-school-77,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1126,TFed - Taunton Federal Credit Union,52,tfed.com,,Massachusetts,,,,Banking,,https://www.linkedin.com/company/taunton-federal-credit-union,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1127,Calico Rock School District,135,pirates.k12.ar.us,,Arkansas,Calico Rock,301 College St,,Education,,https://www.linkedin.com/company/calico-rock-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1128,Legacy Church,128,legacychurch.cc,,District of Columbia,,,,Non-profit Organizations,,https://www.linkedin.com/company/legacy-church,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1129,Radford City Schools,168,rcps.org,,Virginia,Radford,151 George St,24141,Education Administration Programs,,https://www.linkedin.com/company/radford-city-public-schools,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1130,Evergreen Beauty College,154,evergreenbeauty.edu,,District of Columbia,,,,Higher Education,,https://www.linkedin.com/company/evergreen-beauty-college,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1131,EASTLAND INDEPENDENT SCHOOL DISTRICT PUBLIC FACILITY CORPORATION,195,eastlandisd.net,,Texas,Eastland,900 W Plummer St,,Education,,https://www.linkedin.com/company/eastland-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1132,"Thomas E. Sears, Inc.",52,thomasesmithfoundation.org,,Massachusetts,Boston,10 High St Ste 1001,,Non-profit Organizations,,https://www.linkedin.com/company/the-thomas-e-smith-foundation,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1133,Hillsdale Local School District,126,hillsdale.k12.oh.us,,Ohio,Jeromesville,479 Township Road 1902,,Education,,https://www.linkedin.com/company/hillsdale-high-school-12,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1134,East Jasper School District,56,eastjasper.k12.ms.us,,Mississippi,Heidelberg,,39439,Education Administration Programs,,https://www.linkedin.com/company/east-jasper-school-district,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1135,Mary Help Of Christians Catholic School,107,mhocschool.org,,Florida,Pompano Beach,,,Education Administration Programs,,https://www.linkedin.com/company/mary-help-of-christians-catholic-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1136,Whiteface Consolidated Independent School District,70,whitefaceschool.net,,Texas,Whiteface,2Nd & Arthur Street,,Education Administration Programs,,https://www.linkedin.com/company/whiteface-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1137,Mooreland Public School District,70,mooreland.k12.ok.us,,Oklahoma,Mooreland,Sw 6Th & Elm St,,Education,,https://www.linkedin.com/company/mooreland-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1138,TAYLOR COUNTY SCHOOLS,69,taylorcountyboe.net,,West Virginia,Grafton,71 Utt Dr,,Education,,https://www.linkedin.com/company/grafton-high-school-00,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1139,Memphis Rise Academy,67,memphisrise.org,,Tennessee,Memphis,,,Education,,https://www.linkedin.com/company/memphis-rise-academy-inc,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1140,Ft. Larned Usd 495,59,usd495.com,,Kansas,Larned,,,Education,,https://www.linkedin.com/company/fort-larned-usd-495,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1141,First Federal Savings & Loan Association,57,firstwithus.com,,Mississippi,Pascagoula,903 Jackson Ave,,Banking,,https://www.linkedin.com/company/first-federal-savings-loan-association,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1142,Bellevue Community Schools,61,bellevue-schools.com,,Michigan,Bellevue,,,Education,,https://www.linkedin.com/school/bellevue-jr-sr-high-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1143,Our Lady Of Mount Carmel Catholic School,55,olmcschool.org,,Indiana,Carmel,,,Education Administration Programs,,https://www.linkedin.com/company/our-lady-of-mount-carmel-elementary-school,Tier 3,40,8,7.0,8,63.0,C - Moderate / nurture,,,,
1144,National Flight Academy,49,nationalflightacademy.com,,Florida,Pensacola,,,Education Administration Programs,,https://www.linkedin.com/company/national-flight-academy/,Tier 2,32,8,14.0,8,62.0,C - Moderate / nurture,,,,
1145,Tbg The Bachrach Group,6,bachrachgroup.com,,New York,New York,1430 Broadway,10018,Staffing and Recruiting,38117.0,https://www.linkedin.com/company/the-bachrach-group,Tier 2,8,30,14.0,10,62.0,C - Moderate / nurture,,,,
1146,AC4S,812,ac4s.com,,Florida,,,,IT Services and IT Consulting,61754.0,https://www.linkedin.com/company/ac4s,Tier 3,15,30,7.0,10,62.0,C - Moderate / nurture,,,,
1147,Nyc Digital Solutions,9,nycdigitalsolutions.net,,Virginia,Alexandria,5214 Dover Place,22311,IT Services and IT Consulting,,https://www.linkedin.com/company/nyc-digital-solutions,Tier 2,8,30,14.0,8,60.0,C - Moderate / nurture,,,,
1148,Apex Oil Co,622,apexoil.com,,Missouri,St Louis,"8235 Forsyth Blvd, Ste 400",63105,Oil and Gas,6785414.0,https://www.linkedin.com/company/apex-oil-co,Tier 2,15,20,14.0,10,59.0,C - Moderate / nurture,,,,
1149,Bernie Moreno Companies,580,berniemoreno.com,,Ohio,Brook Park,,,Motor Vehicle Manufacturing,1489123.0,https://www.linkedin.com/company/collection-auto-group,Tier 2,15,20,14.0,10,59.0,C - Moderate / nurture,,,,
1150,University Of Texas Institute For Geophysics,72,ig.utexas.edu,,Texas,Austin,,,Higher Education,688714.0,https://www.linkedin.com/company/utgeophysics,Tier 4,40,8,0.0,10,58.0,C - Moderate / nurture,,,,
1151,Stavros,67,stavros.org,,Wisconsin,West Salem,,54669,Civic and Social Organizations,5633941.0,https://www.linkedin.com/company/stavros-inc,Tier 4,40,8,0.0,10,58.0,C - Moderate / nurture,,,,
1152,"Value Logistics, INC.",537,valueloads.com,,Georgia,Smyrna,49 Brewery St,,Transportation Logistics Supply Chain and Storage,14596067.0,https://www.linkedin.com/company/value-logistics-inc,Tier 2,15,18,14.0,10,57.0,C - Moderate / nurture,,,,
